,Z,A,Symbol,Projectile,Reaction,MT,has_endf7-1,has_endf8
604,70,172,Yb,n,102,"N,G",False,True
605,70,173,Yb,n,1,"N,TOT",False,True
606,70,173,Yb,n,102,"N,G",False,True
607,70,174,Yb,n,1,"N,TOT",False,True
608,70,174,Yb,n,102,"N,G",False,True
609,70,176,Yb,n,1,"N,TOT",False,True
610,70,176,Yb,n,4,"N,INL",False,True
611,70,176,Yb,n,102,"N,G",False,True
612,71,175,Lu,n,1,"N,TOT",True,True
613,71,175,Lu,n,2,"N,EL",True,True
614,71,175,Lu,n,102,"N,G",True,True
615,71,176,Lu,n,1,"N,TOT",True,True
616,71,176,Lu,n,102,"N,G",True,True
617,71,177,Lu,n,102,"N,G",False,False
618,72,174,Hf,n,1,"N,TOT",True,True
619,72,174,Hf,n,2,"N,EL",True,True
620,72,174,Hf,n,102,"N,G",True,True
621,72,176,Hf,n,1,"N,TOT",True,True
622,72,176,Hf,n,2,"N,EL",True,True
623,72,176,Hf,n,102,"N,G",True,True
624,72,177,Hf,n,1,"N,TOT",True,True
625,72,177,Hf,n,102,"N,G",True,True
626,72,178,Hf,n,1,"N,TOT",True,True
627,72,178,Hf,n,2,"N,EL",True,True
628,72,178,Hf,n,4,"N,INL",True,True
629,72,178,Hf,n,102,"N,G",True,True
630,72,179,Hf,n,1,"N,TOT",True,True
631,72,179,Hf,n,2,"N,EL",True,True
632,72,179,Hf,n,4,"N,INL",True,True
633,72,179,Hf,n,102,"N,G",True,True
634,72,180,Hf,n,1,"N,TOT",True,True
635,72,180,Hf,n,2,"N,EL",True,True
636,72,180,Hf,n,4,"N,INL",True,True
637,72,180,Hf,n,102,"N,G",True,True
638,72,182,Hf,n,102,"N,G",False,True
639,73,180,Ta,n,1,"N,TOT",True,True
640,73,181,Ta,n,1,"N,TOT",True,True
641,73,181,Ta,n,2,"N,EL",True,True
642,73,181,Ta,n,4,"N,INL",True,True
643,73,181,Ta,n,102,"N,G",True,True
644,73,182,Ta,n,1,"N,TOT",True,True
645,74,180,W,n,1,"N,TOT",True,True
646,74,180,W,n,102,"N,G",True,True
647,74,182,W,n,1,"N,TOT",True,True
648,74,182,W,n,2,"N,EL",True,True
649,74,182,W,n,102,"N,G",True,True
650,74,183,W,n,1,"N,TOT",True,True
651,74,183,W,n,4,"N,INL",True,True
652,74,183,W,n,102,"N,G",True,True
653,74,184,W,n,1,"N,TOT",True,True
654,74,184,W,n,2,"N,EL",True,True
655,74,184,W,n,102,"N,G",True,True
656,74,185,W,n,102,"N,G",False,True
657,74,186,W,n,1,"N,TOT",True,True
658,74,186,W,n,2,"N,EL",True,True
659,74,186,W,n,102,"N,G",True,True
660,75,185,Re,n,1,"N,TOT",True,True
661,75,185,Re,n,102,"N,G",True,True
662,75,187,Re,n,1,"N,TOT",True,True
663,75,187,Re,n,102,"N,G",True,True
664,76,184,Os,n,102,"N,G",False,True
665,76,186,Os,n,2,"N,EL",False,True
666,76,186,Os,n,102,"N,G",False,True
667,76,187,Os,n,1,"N,TOT",False,True
668,76,187,Os,n,2,"N,EL",False,True
669,76,187,Os,n,4,"N,INL",False,True
670,76,187,Os,n,102,"N,G",False,True
671,76,188,Os,n,2,"N,EL",False,True
672,76,188,Os,n,102,"N,G",False,True
673,76,189,Os,n,1,"N,TOT",False,True
674,76,189,Os,n,2,"N,EL",False,True
675,76,189,Os,n,102,"N,G",False,True
676,76,190,Os,n,1,"N,TOT",False,True
677,76,190,Os,n,2,"N,EL",False,True
678,76,190,Os,n,4,"N,INL",False,True
679,76,190,Os,n,102,"N,G",False,True
680,76,192,Os,n,1,"N,TOT",False,True
681,76,192,Os,n,2,"N,EL",False,True
682,76,192,Os,n,4,"N,INL",False,True
683,76,192,Os,n,102,"N,G",False,True
684,77,191,Ir,n,1,"N,TOT",True,True
685,77,191,Ir,n,4,"N,INL",True,True
686,77,191,Ir,n,102,"N,G",True,True
687,77,192,Ir,n,1,"N,TOT",False,True
688,77,193,Ir,n,1,"N,TOT",True,True
689,77,193,Ir,n,4,"N,INL",True,True
690,77,193,Ir,n,102,"N,G",True,True
691,77,194,Ir,n,102,"N,G",False,False
692,78,190,Pt,n,2,"N,EL",False,True
693,78,190,Pt,n,102,"N,G",False,True
694,78,192,Pt,n,2,"N,EL",False,True
695,78,192,Pt,n,102,"N,G",False,True
696,78,194,Pt,n,1,"N,TOT",False,True
697,78,194,Pt,n,2,"N,EL",False,True
698,78,194,Pt,n,102,"N,G",False,True
699,78,195,Pt,n,2,"N,EL",False,True
700,78,195,Pt,n,102,"N,G",False,True
701,78,196,Pt,n,2,"N,EL",False,True
702,78,196,Pt,n,102,"N,G",False,True
703,78,198,Pt,n,2,"N,EL",False,True
704,78,198,Pt,n,102,"N,G",False,True
705,79,197,Au,n,1,"N,TOT",True,True
706,79,197,Au,n,2,"N,EL",True,True
707,79,197,Au,n,4,"N,INL",True,True
708,79,197,Au,n,102,"N,G",True,True
709,79,198,Au,n,1,"N,TOT",False,False
710,79,198,Au,n,102,"N,G",False,False
711,8,16,O,n,1,"N,TOT",True,True
712,8,16,O,n,2,"N,EL",True,True
713,8,16,O,n,4,"N,INL",True,True
714,8,16,O,n,102,"N,G",True,True
715,8,17,O,n,102,"N,G",True,True
716,8,18,O,n,1,"N,TOT",False,True
717,8,18,O,n,2,"N,EL",False,True
718,8,18,O,n,4,"N,INL",False,True
719,8,18,O,n,102,"N,G",False,True
720,80,194,Hg,n,102,"N,G",False,False
721,80,196,Hg,n,102,"N,G",True,True
722,80,199,Hg,n,4,"N,INL",True,True
723,80,202,Hg,n,102,"N,G",True,True
724,80,204,Hg,n,102,"N,G",True,True
725,81,203,Tl,n,1,"N,TOT",True,True
726,81,203,Tl,n,102,"N,G",True,True
727,81,204,Tl,n,1,"N,TOT",False,True
728,81,205,Tl,n,1,"N,TOT",True,True
729,81,205,Tl,n,102,"N,G",True,True
730,82,204,Pb,n,1,"N,TOT",True,True
731,82,204,Pb,n,4,"N,INL",True,True
732,82,204,Pb,n,102,"N,G",True,True
733,82,205,Pb,n,102,"N,G",False,True
734,82,206,Pb,n,1,"N,TOT",True,True
735,82,206,Pb,n,2,"N,EL",True,True
736,82,206,Pb,n,4,"N,INL",True,True
737,82,206,Pb,n,102,"N,G",True,True
738,82,207,Pb,n,1,"N,TOT",True,True
739,82,207,Pb,n,4,"N,INL",True,True
740,82,207,Pb,n,102,"N,G",True,True
741,82,208,Pb,n,1,"N,TOT",True,True
742,82,208,Pb,n,2,"N,EL",True,True
743,82,208,Pb,n,4,"N,INL",True,True
744,82,208,Pb,n,102,"N,G",True,True
745,83,209,Bi,n,1,"N,TOT",True,True
746,83,209,Bi,n,2,"N,EL",True,True
747,83,209,Bi,n,4,"N,INL",True,True
748,83,209,Bi,n,102,"N,G",True,True
749,88,226,Ra,n,1,"N,TOT",True,True
750,89,227,Ac,n,102,"N,G",True,True
751,9,19,F,n,1,"N,TOT",True,True
752,9,19,F,n,2,"N,EL",True,True
753,9,19,F,n,4,"N,INL",True,True
754,9,19,F,n,102,"N,G",True,True
755,90,228,Th,n,1,"N,TOT",True,True
756,90,229,Th,n,1,"N,TOT",True,True
757,90,230,Th,n,1,"N,TOT",True,True
758,90,230,Th,n,2,"N,EL",True,True
759,90,230,Th,n,102,"N,G",True,True
760,90,232,Th,n,1,"N,TOT",True,True
761,90,232,Th,n,2,"N,EL",True,True
762,90,232,Th,n,4,"N,INL",True,True
763,90,232,Th,n,102,"N,G",True,True
764,90,233,Th,n,102,"N,G",True,True
765,91,231,Pa,n,1,"N,TOT",True,True
766,91,231,Pa,n,102,"N,G",True,True
767,91,232,Pa,n,102,"N,G",True,True
768,91,233,Pa,n,1,"N,TOT",True,True
769,91,233,Pa,n,102,"N,G",True,True
770,92,232,U,n,1,"N,TOT",True,True
771,92,233,U,n,1,"N,TOT",True,True
772,92,233,U,n,2,"N,EL",True,True
773,92,233,U,n,102,"N,G",True,True
774,92,234,U,n,1,"N,TOT",True,True
775,92,234,U,n,102,"N,G",True,True
776,92,235,U,n,1,"N,TOT",True,True
777,92,235,U,n,2,"N,EL",True,True
778,92,235,U,n,4,"N,INL",True,True
779,92,235,U,n,102,"N,G",True,True
780,92,236,U,n,1,"N,TOT",True,True
781,92,236,U,n,102,"N,G",True,True
782,92,238,U,n,1,"N,TOT",True,True
783,92,238,U,n,2,"N,EL",True,True
784,92,238,U,n,4,"N,INL",True,True
785,92,238,U,n,102,"N,G",True,True
786,93,237,Np,n,1,"N,TOT",True,True
787,93,237,Np,n,2,"N,EL",True,True
788,93,237,Np,n,102,"N,G",True,True
789,94,238,Pu,n,1,"N,TOT",True,True
790,94,238,Pu,n,102,"N,G",True,True
791,94,239,Pu,n,1,"N,TOT",True,True
792,94,239,Pu,n,2,"N,EL",True,True
793,94,239,Pu,n,4,"N,INL",True,True
794,94,239,Pu,n,102,"N,G",True,True
795,94,240,Pu,n,1,"N,TOT",True,True
796,94,240,Pu,n,2,"N,EL",True,True
797,94,240,Pu,n,102,"N,G",True,True
798,94,241,Pu,n,1,"N,TOT",True,True
799,94,241,Pu,n,2,"N,EL",True,True
800,94,241,Pu,n,102,"N,G",True,True
801,94,242,Pu,n,1,"N,TOT",True,True
802,94,242,Pu,n,2,"N,EL",True,True
803,94,242,Pu,n,102,"N,G",True,True
804,95,241,Am,n,1,"N,TOT",True,True
805,95,241,Am,n,4,"N,INL",True,True
806,95,241,Am,n,102,"N,G",True,True
807,95,242,Am,n,102,"N,G",True,True
808,95,243,Am,n,1,"N,TOT",True,True
809,95,243,Am,n,4,"N,INL",True,True
810,95,243,Am,n,102,"N,G",True,True
811,96,242,Cm,n,102,"N,G",True,True
812,96,243,Cm,n,102,"N,G",True,True
813,96,244,Cm,n,1,"N,TOT",True,True
814,96,244,Cm,n,102,"N,G",True,True
815,96,245,Cm,n,1,"N,TOT",True,True
816,96,245,Cm,n,102,"N,G",True,True
817,96,246,Cm,n,102,"N,G",True,True
818,96,247,Cm,n,102,"N,G",True,True
819,96,248,Cm,n,1,"N,TOT",True,True
820,96,248,Cm,n,102,"N,G",True,True
821,97,249,Bk,n,1,"N,TOT",True,True
822,97,249,Bk,n,102,"N,G",True,True
823,98,249,Cf,n,1,"N,TOT",True,True
824,98,249,Cf,n,102,"N,G",True,True
825,98,250,Cf,n,1,"N,TOT",True,True
826,98,250,Cf,n,102,"N,G",True,True
827,98,251,Cf,n,1,"N,TOT",True,True
828,98,252,Cf,n,102,"N,G",True,True
829,99,254,Es,n,102,"N,G",True,True
